StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Consent form,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q1,Q2,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q8,Q9,Q10_1,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q11,Q11_8_TEXT,Q12,Q13,Q13_6_TEXT,Q14,Q14_9_TEXT,Q15,Q16,Q16_3_TEXT,Q17,Q17_7_TEXT,Q18,Q19,Q19_3_TEXT,Q20,Q20_8_TEXT,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_7_TEXT,Q21_8,Q21_8_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_6_TEXT,Q24_7,Q24_7_TEXT,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_8_TEXT,Q26_9,Q26_9_TEXT,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q27_1,Q27_2,Q27_1,Q27_2,Q30_1,Q30_2,Q31,Q32,Q33_1,Q34_1,Q35_1,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q36,Q37,Q38,Q49,Q39
2022-06-15 20:47:30,2022-06-15 20:58:28,IP Address,73.90.23.110,100,657,True,2022-06-15 20:58:28,R_128QwXfzlMu8KN7,,,,,38.4063,-121.4287,anonymous,EN,2.063,2.063,3.319,1,I agree,4.881,15.689,18.541,3,California,California,98.308,99.203,99.605,2,Solar energy is in high demand among low-income people,More than 20% of total capacity,100,6.701,18.612,22.779,7,21-50% savings per month,,Yes,Higher savings,,4-6 years,,Yes,Longer terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,1.471,8.337,9.072,8,Very important,Moderately important,Slightly important,Slightly important,Moderately important,Very important,,,,,Moderately important,Very important,Moderately important,Slightly important,Moderately important,,,,,Probably yes,Might or might not,Might or might not,Might or might not,Might or might not,Probably yes,Might or might not,,,,,4.83,11,11.735,8,3-5%,6-8%,11-15%,5-10%,Within 1-3 years,Within 3-5 years,Yes,"The trust between users and the company will be affected, resulting in the loss of orders and the failure of cooperation",Slightly likely,40,3,3.122,8.522,9.414,2,Yes,"I'm not going to make a big change, just tweak it a little bit","There's a big impact, people panic, there's a relative reduction in financing",Yes,
2022-06-15 23:19:08,2022-06-15 23:27:04,IP Address,24.4.135.9,100,476,True,2022-06-15 23:27:05,R_1r2jX0HOS05bKQt,,,,,37.7383,-122.4556,anonymous,EN,1.457,1.457,2.296,1,I agree,4.344,4.344,6.917,1,California,"Colorado,Illinois,New York,Oregon",6.009,6.009,7.648,1,,11-15% of total capacity,1000,2.386,5.351,6.09,2,16-20% savings per month,,No,,,7-10 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,3.683,10.525,11.665,7,Very important,Moderately important,Slightly important,Extremely important,Very important,Moderately important,,,,,Very important,Moderately important,Slightly important,Extremely important,Very important,,,,,Probably yes,Definitely yes,Probably yes,Might or might not,Probably yes,Definitely yes,Probably yes,,,,,2.645,9.683,11.77,6,6-8%,9-11%,11-15%,16-20%,Within 1-3 years,Within 1-3 years,No,,Moderately likely,50,5,3.497,4.161,4.546,2,No,,no,Yes,
2022-06-15 23:38:45,2022-06-15 23:41:35,IP Address,98.210.14.120,100,170,True,2022-06-15 23:41:36,R_3K0cMubxugpWyC5,,,,,37.3028,-121.9982,anonymous,EN,1.203,1.203,2.2,1,I agree,4.374,4.374,7.133,1,California,Washington,1.954,6.027,12.399,3,nothing,6-10% of total capacity,800,1.983,4.826,5.154,4,11-15% savings per month,,Yes,Higher savings,,No minimum length,,No,,,$1-$100,,No,,,"Yes, terms will converge and become more customer friendly",,3.949,5.971,7.028,6,Extremely important,Very important,Extremely important,Very important,Extremely important,Very important,,,,,Extremely important,Very important,Extremely important,Very important,Extremely important,,,,,Definitely yes,Probably yes,Definitely yes,Probably yes,Might or might not,Probably yes,Definitely yes,,,,,2.03,3.029,3.836,4,3-5%,3-5%,5-10%,5-10%,Within 3-5 years,Within 3-5 years,No,,Moderately likely,40,8,1.415,1.415,2.2,1,No,,,Yes,
2022-06-15 23:44:04,2022-06-15 23:55:56,IP Address,71.229.137.231,100,711,True,2022-06-15 23:55:56,R_cO0ofFuWOmeoIwN,,,,,39.6888,-105.156,anonymous,EN,1.255,1.255,2.319,1,I agree,3.701,16.355,18.431,4,"Colorado,Illinois",California,1.499,1.499,2.819,1,,16-20% of total capacity,1500,2.033,3.498,4.284,2,16-20% savings per month,,No,,,No minimum length,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,7.993,10.928,11.8,6,Extremely important,Moderately important,Very important,Slightly important,Moderately important,Very important,,,,,Extremely important,Very important,Moderately important,Slightly important,Moderately important,,,,,Definitely yes,Might or might not,Probably yes,Definitely yes,Probably yes,Might or might not,Definitely yes,,,,,406.281,408.011,408.973,4,6-8%,6-8%,5-10%,5-10%,Within 3-5 years,After 5 years,No,,Moderately likely,30,7,86.652,87.445,88.565,2,No,,,Yes,
2022-06-15 23:58:27,2022-06-16 00:03:21,IP Address,216.115.3.130,100,294,True,2022-06-16 00:03:22,R_2zwoc2RdYrFP8D9,,,,,42.3394,-122.8475,anonymous,EN,1.02,1.02,1.722,1,I agree,21.155,22.298,24.418,3,Oregon,"Maryland,New York",0,0,6.735,0,,6-10% of total capacity,1000,2.999,4.539,6.609,2,6-10% savings per month,,No,,,20 or more years,,No,,,$251-$500,,No,,,"Yes, terms will converge and become more customer friendly",,29.7,32.756,33.707,6,Moderately important,Very important,Slightly important,Slightly important,Very important,Extremely important,,,,,Extremely important,Very important,Moderately important,Slightly important,Extremely important,,,,,Probably yes,Probably yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,,,,,13.893,15.196,15.791,4,3-5%,3-5%,5-10%,5-10%,Prior to COD,Prior to COD,No,,Moderately likely,40,6,1.063,1.824,2.171,2,No,,,Yes,
2022-06-16 00:05:10,2022-06-16 00:09:45,IP Address,98.208.9.64,100,274,True,2022-06-16 00:09:45,R_vBuyo8xjtWaCcP7,,,,,38.5725,-121.4702,anonymous,EN,14.15,14.15,15.1,1,I agree,2.851,2.851,6.296,1,California,"Florida,Illinois",0,0,43.11,0,,More than 20% of total capacity,2000,2.518,3.651,5.116,2,16-20% savings per month,,No,,,11-15 years,,No,,,$251-$500,,No,,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,8.624,11.857,12.233,8,Extremely important,Very important,Moderately important,Very important,Extremely important,Very important,,,,,Extremely important,Very important,Moderately important,Very important,Extremely important,,,,,Probably yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Probably yes,,,,,2.104,7.352,8.963,4,3-5%,6-8%,5-10%,11-15%,Within 1-3 years,Within 3-5 years,No,,Extremely likely,60,7,1.529,1.529,2.236,1,No,,,Yes,
2022-06-15 23:58:52,2022-06-16 00:11:44,IP Address,70.113.20.94,100,772,True,2022-06-16 00:11:44,R_wLAdKC9K3UuOKA1,,,,,30.43,-97.8326,anonymous,EN,5.39,5.39,7.718,1,I agree,7.095,7.095,12.348,1,California,California,23.191,217.635,220.817,4,"The most important thing to do in this work is to understand what it means to adapt to local conditions and make the most of the situation. There is only the most suitable one, nothing is right or wrong.",11-15% of total capacity,400,43.533,60.918,63.84,2,16-20% savings per month,,No,,,7-10 years,,No,,,No cancellation fee,,No,,,"Yes, terms will converge and become more customer friendly",,12.501,19.598,21.286,8,Very important,Moderately important,Very important,Very important,Moderately important,Very important,Not at all important,,Not at all important,,Very important,Extremely important,Very important,Very important,Extremely important,Not at all important,,Not at all important,,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Probably yes,Definitely not,,Definitely not,,12.719,25.831,26.73,7,Unsure,Unsure,Unsure,Unsure,Within 1-3 years,Within 1-3 years,No,,Slightly likely,70,60,11.184,11.184,12.657,1,No,,no,Yes,
2022-06-16 00:12:22,2022-06-16 00:17:47,IP Address,71.233.224.151,100,324,True,2022-06-16 00:17:47,R_3KBcT2mviBRMRSn,,,,,42.4945,-71.0715,anonymous,EN,0.959,1.589,2.141,2,I agree,5.26,5.26,6.827,1,Massachusetts,"Arizona,California",52.558,52.558,55.325,1,no,11-15% of total capacity,1200,1.557,3.807,4.755,3,11-15% savings per month,,No,,,4-6 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,9.301,11.142,11.89,6,Very important,Very important,Extremely important,Extremely important,Very important,Very important,,,,,Very important,Extremely important,Moderately important,Very important,Extremely important,,,,,Probably yes,Definitely yes,Probably yes,Might or might not,Probably yes,Definitely yes,Definitely yes,,,,,15.151,16.409,18.038,4,3-5%,6-8%,5-10%,11-15%,Within 3-5 years,After 5 years,No,,Moderately likely,50,10,26.209,26.209,27.297,1,No,,,Yes,
2022-06-16 00:20:34,2022-06-16 00:28:20,IP Address,212.102.44.39,100,465,True,2022-06-16 00:28:20,R_2BxQC7udjwFxIdt,,,,,39.7388,-104.9868,anonymous,EN,1.728,1.728,27.548,1,I agree,47.51,60.7,75.624,2,"Colorado,Minnesota","Arizona,California",2.326,10.733,11.051,3,n/a,11-15% of total capacity,900,1.475,5.077,5.914,2,11-15% savings per month,,No,,,16-20 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,8.719,28.189,29.857,6,Moderately important,Extremely important,Very important,Moderately important,Slightly important,Moderately important,,,,,Extremely important,Moderately important,Very important,Slightly important,Moderately important,,,,,Probably yes,Definitely yes,Might or might not,Probably not,Might or might not,Probably yes,Definitely yes,,,,,6.251,7.285,7.765,4,6-8%,6-8%,11-15%,11-15%,After 5 years,After 5 years,No,,Extremely likely,40,5,5.936,5.936,6.659,1,No,,,Yes,
2022-06-16 00:31:10,2022-06-16 00:36:48,IP Address,50.40.77.253,100,338,True,2022-06-16 00:36:49,R_3oLs6nrVjSX09YG,,,,,40.5093,-88.9844,anonymous,EN,3.654,3.654,4.315,1,I agree,12.204,12.204,14.618,1,Illinois,California,0,0,6.588,0,,11-15% of total capacity,700,1.456,2.883,3.916,2,16-20% savings per month,,No,,,16-20 years,,No,,,$101-$250,,No,,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,15.942,18.887,19.844,7,Moderately important,Very important,Extremely important,Slightly important,Moderately important,Very important,,,,,Moderately important,Slightly important,Moderately important,Very important,Extremely important,,,,,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Definitely yes,,,,,19.186,21.884,22.329,6,3-5%,9-11%,5-10%,16-20%,Within 1-3 years,Within 3-5 years,No,,Moderately likely,35,6,2.162,2.514,3.365,2,No,,,Yes,
2022-06-16 00:42:35,2022-06-16 00:46:36,IP Address,75.145.79.21,100,240,True,2022-06-16 00:46:37,R_BRkr3khr6mwWA25,,,,,45.2929,-122.7746,anonymous,EN,8.509,9.455,10.245,2,I agree,12.203,12.203,14.029,1,Oregon,"California,Washington",1.53,1.53,1.851,1,,16-20% of total capacity,1800,1.299,2.716,8.499,2,16-20% savings per month,,No,,,11-15 years,,No,,,$251-$500,,No,,,"Yes, terms will converge and become more customer friendly",,4.9,13.124,14.665,10,Moderately important,Extremely important,Very important,Extremely important,Very important,Moderately important,Not at all important,,,,Extremely important,Very important,Moderately important,Slightly important,Moderately important,,,,,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,,,,,2.491,4.445,4.923,5,3-5%,6-8%,11-15%,16-20%,Within 3-5 years,After 5 years,No,,Moderately likely,70,8,48.141,49.325,49.689,2,No,,,Yes,
2022-06-16 00:41:41,2022-06-16 00:50:23,IP Address,154.21.212.162,100,522,True,2022-06-16 00:50:24,R_3nw4DAiUyUvx0tb,,,,,37.3931,-121.962,anonymous,EN,2.059,5.334,6.113,2,I agree,29.008,29.008,46.686,1,California,California,1.811,20.7,27.355,4,NOTHIGN,11-15% of total capacity,1000,5.894,9.554,10.19,2,11-15% savings per month,,No,,,7-10 years,,No,,,$101-$250,,No,,,"No, terms will likely stay consistent",,10.722,20.383,24.807,7,Very important,Extremely important,Very important,Very important,Very important,Very important,,,,,Extremely important,Very important,Very important,Extremely important,Very important,,,,,Probably yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely yes,,,,,12.129,13.822,15.128,4,3-5%,3-5%,5-10%,5-10%,Prior to COD,Prior to COD,No,,Moderately likely,30,3,42.747,42.747,43.517,1,No,,Yes,Yes,
2022-06-16 00:49:28,2022-06-16 00:53:51,IP Address,99.73.90.165,100,263,True,2022-06-16 00:53:52,R_2uTHhxbMudoltFd,,,,,37.3931,-121.962,anonymous,EN,28.275,28.275,29.457,1,I agree,21.942,24.415,26.677,2,California,Oregon,0,0,5.6,0,,11-15% of total capacity,1000,1.566,3.061,4.5,2,11-15% savings per month,,No,,,11-15 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,4.2,6.481,9.272,6,Extremely important,Very important,Extremely important,Very important,Moderately important,Slightly important,,,,,Extremely important,Moderately important,Very important,Slightly important,Moderately important,,,,,Probably yes,Might or might not,Probably not,Probably yes,Probably not,Definitely not,Might or might not,,,,,20.012,22.207,22.54,5,3-5%,6-8%,5-10%,11-15%,Within 1-3 years,Within 3-5 years,No,,Extremely likely,40,6,3.958,3.958,5.528,1,No,,,Yes,
2022-06-16 00:56:38,2022-06-16 01:02:21,IP Address,71.235.80.151,100,342,True,2022-06-16 01:02:21,R_3dRgzaJY9Lq1djv,,,,,42.2441,-71.1688,anonymous,EN,1.025,1.025,2.074,1,I agree,50.161,52.481,52.899,2,Maryland,"Florida,Georgia",0,0,9.756,0,,11-15% of total capacity,600,2.544,3.889,4.591,2,6-10% savings per month,,No,,,7-10 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,1.816,5.044,5.949,6,Very important,Moderately important,Extremely important,Slightly important,Moderately important,Very important,,,,,Extremely important,Very important,Moderately important,Slightly important,Extremely important,,,,,Probably yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,,,,,120.453,122.006,122.543,5,6-8%,6-8%,11-15%,11-15%,Within 3-5 years,Within 3-5 years,No,,Extremely likely,55,5,2.788,26.515,28.229,2,No,,,Yes,
2022-06-16 01:02:01,2022-06-16 01:06:20,IP Address,47.34.181.188,100,259,True,2022-06-16 01:06:21,R_TpSGbSlvYvlTdkZ,,,,,34.1124,-118.0925,anonymous,EN,0.999,0.999,1.838,1,I agree,2.32,2.32,5.861,1,California,California,9.004,9.004,14.504,1,nothing,11-15% of total capacity,1200,4.233,6.006,6.952,2,6-10% savings per month,,No,,,4-6 years,,No,,,$101-$250,,No,,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,9.033,12.436,13.304,8,Extremely important,Very important,Extremely important,Very important,Very important,Very important,,,,,Very important,Very important,Extremely important,Very important,Extremely important,,,,,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,,,,,6.321,8.776,9.408,7,3-5%,3-5%,5-10%,5-10%,Within first year of operation,Within first year of operation,No,,Moderately likely,30,4,1.291,1.291,2.038,1,No,,yes,Yes,
2022-06-16 01:05:53,2022-06-16 01:09:10,IP Address,173.73.79.61,100,196,True,2022-06-16 01:09:10,R_1nZUdBAmsYo3oKu,,,,,39.0471,-76.9285,anonymous,EN,1.125,1.125,1.837,1,I agree,0.974,12.2,12.641,3,Maryland,"Arizona,Kentucky",0,0,9.643,0,,16-20% of total capacity,3000,1.818,3.8,4.173,3,16-20% savings per month,,No,,,No minimum length,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,2.65,4.913,6.175,6,Extremely important,Moderately important,Very important,Slightly important,Moderately important,Very important,,,,,Very important,Moderately important,Extremely important,Very important,Moderately important,,,,,Probably yes,Definitely yes,Probably yes,Might or might not,Probably not,Definitely yes,Probably yes,Definitely not,,,,2.333,3.245,3.699,4,Unsure,Unsure,Unsure,Unsure,Within 1-3 years,Within 3-5 years,No,,Extremely likely,60,8,5.576,6.154,6.992,2,No,,,Yes,
2022-06-16 01:08:37,2022-06-16 01:11:26,IP Address,76.130.102.112,100,168,True,2022-06-16 01:11:27,R_2YDQapoiUDhhcP5,,,,,39.6876,-104.9103,anonymous,EN,1.222,1.222,1.989,1,I agree,5.101,5.101,9.699,1,Colorado,California,2.015,2.015,8.758,1,good,11-15% of total capacity,1000,2.561,4.712,6.038,3,11-15% savings per month,,No,,,7-10 years,,No,,,$101-$250,,No,,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,2.385,4.319,4.932,6,Extremely important,Very important,Very important,Very important,Extremely important,Extremely important,,,,,Extremely important,Extremely important,Extremely important,Very important,Very important,,,,,Probably yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely yes,,,,,1.192,2.625,3.349,4,6-8%,3-5%,11-15%,11-15%,Within first year of operation,Within first year of operation,No,,Moderately likely,40,3,0.978,0.978,2.035,1,No,,yes,Yes,
2022-06-16 01:13:56,2022-06-16 01:20:46,IP Address,71.202.171.71,100,410,True,2022-06-16 01:20:47,R_1PZgCGay18tBowv,,,,,37.3698,-121.816,anonymous,EN,1.23,1.23,1.77,1,I agree,9.387,12.523,12.932,2,California,Florida,2.51,2.51,10.582,1,nothing,16-20% of total capacity,3250,1.239,2.568,3.351,2,16-20% savings per month,,No,,,7-10 years,,No,,,$101-$250,,No,,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,110.323,111.939,114.38,7,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,,,,,Very important,Very important,Extremely important,Extremely important,Moderately important,,,,,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably yes,Definitely yes,,,,,7.721,8.781,9.585,4,3-5%,3-5%,5-10%,5-10%,Within 3-5 years,Within 3-5 years,No,,Slightly likely,30,4,3.876,3.876,4.576,1,No,,no,Yes,
2022-06-16 01:13:16,2022-06-16 01:23:49,IP Address,70.23.11.140,100,633,True,2022-06-16 01:23:50,R_2rw4AQunwTlYoap,,,,,40.8622,-73.8902,anonymous,EN,1.341,1.341,2.044,1,I agree,5.028,8.943,11.388,2,New York,New Jersey,0,0,12.572,0,,6-10% of total capacity,2500,14.718,15.77,16.546,2,6-10% savings per month,,No,,,11-15 years,,No,,,$251-$500,,No,,,"Yes, terms will converge and become more customer friendly",,1.301,3.698,4.809,7,Very important,Very important,Moderately important,Moderately important,Very important,Very important,,,,,Extremely important,Extremely important,Very important,Very important,Moderately important,,,,,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Probably yes,Probably yes,,,,,22.5,25.181,25.757,6,6-8%,6-8%,5-10%,5-10%,Within 1-3 years,Within 3-5 years,No,,Slightly likely,30,7,35.276,35.276,63.744,1,No,,,Yes,
2022-06-16 01:24:52,2022-06-16 01:28:47,IP Address,96.244.77.125,100,234,True,2022-06-16 01:28:48,R_3hG9FrU2LiVfVcK,,,,,39.0809,-76.559,anonymous,EN,1.236,1.236,1.822,1,I agree,9.794,9.794,15.132,1,Maryland,California,3.163,8.964,15.221,2,so good,16-20% of total capacity,4500,1.941,3.07,3.648,2,11-15% savings per month,,No,,,7-10 years,,No,,,$251-$500,,No,,,"Yes, terms will converge and become less customer friendly",,1.733,5.627,6.8,9,Very important,Extremely important,Very important,Very important,Very important,Very important,,,,,Very important,Extremely important,Extremely important,Very important,Very important,Not at all important,no,,,Probably yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,,,,,1.717,4.029,4.792,6,6-8%,3-5%,5-10%,5-10%,Within 3-5 years,Within 3-5 years,No,,Moderately likely,40,6,1.531,1.531,2.115,1,No,,yes,Yes,
2022-06-16 01:26:16,2022-06-16 01:35:57,IP Address,74.111.8.95,100,581,True,2022-06-16 01:35:57,R_3MckZzjN9gK6GIZ,,,,,42.9285,-76.5591,anonymous,EN,2.455,2.455,3.097,1,I agree,38.496,38.496,39.814,1,New York,"New Mexico,North Carolina",0,0,27.044,0,,11-15% of total capacity,2000,22.367,23.766,24.418,3,11-15% savings per month,,No,,,No minimum length,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,0.919,2.512,4.034,6,Moderately important,Very important,Extremely important,Moderately important,Very important,Slightly important,,,,,Moderately important,Very important,Slightly important,Moderately important,Very important,,,,,Probably yes,Might or might not,Definitely yes,Probably yes,Might or might not,Probably yes,Definitely yes,,,,,38.165,41.693,42.208,7,3-5%,6-8%,5-10%,11-15%,Within 1-3 years,Within 1-3 years,No,,Extremely likely,50,3,12.279,12.279,13.371,1,No,,,Yes,
2022-06-16 01:31:55,2022-06-16 01:38:02,IP Address,71.179.224.51,100,366,True,2022-06-16 01:38:02,R_3k0x5qrSdFTPvw3,,,,,39.3709,-76.8003,anonymous,EN,0.99,0.99,2.213,1,I agree,18.014,25.624,30.407,2,Maryland,California,2.538,2.538,6.626,1,nothing,11-15% of total capacity,2400,33.192,54.141,55.097,2,11-15% savings per month,,No,,,7-10 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,3.015,4.372,5.216,6,Extremely important,Very important,Very important,Extremely important,Very important,Extremely important,,,,,Moderately important,Extremely important,Very important,Extremely important,Very important,,,,,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Probably yes,Probably yes,,,,,2.05,3.44,4.186,5,6-8%,6-8%,11-15%,11-15%,Within 3-5 years,Within 3-5 years,No,,Moderately likely,30,5,1.106,1.106,1.903,1,No,,no,Yes,
2022-06-16 01:40:07,2022-06-16 01:44:20,IP Address,162.227.160.180,100,252,True,2022-06-16 01:44:20,R_UbRe1C5f0omBnqx,,,,,37.6196,-122.4816,anonymous,EN,1.318,1.318,2.328,1,I agree,3.699,5.02,7.974,2,California,"Oregon,Washington",0,0,1.905,0,,11-15% of total capacity,2500,1.905,8.191,9.005,3,11-15% savings per month,,No,,,7-10 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,1.243,3.758,4.816,6,Very important,Extremely important,Moderately important,Very important,Slightly important,Very important,,,,,Very important,Extremely important,Moderately important,Very important,Extremely important,,,,,Definitely yes,Probably yes,Definitely yes,Might or might not,Probably yes,Definitely yes,Definitely yes,,,,,1.397,34.369,35.199,7,3-5%,6-8%,5-10%,11-15%,Within 3-5 years,After 5 years,No,,Moderately likely,60,5,1.105,1.105,2.024,1,No,,,Yes,
2022-06-16 01:41:27,2022-06-16 01:48:05,IP Address,50.53.228.142,100,397,True,2022-06-16 01:48:05,R_3fTt9ZUD2Gnu304,,,,,45.4817,-122.4156,anonymous,EN,7.282,7.282,7.9,1,I agree,14.232,53.82,66.977,2,Oregon,California,1.426,1.426,3.907,1,no,11-15% of total capacity,3600,2.048,3.859,4.13,3,11-15% savings per month,,No,,,7-10 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become less customer friendly",,3.59,5.41,6.987,6,Very important,Extremely important,Extremely important,Very important,Very important,Extremely important,,,,,Extremely important,Extremely important,Very important,Very important,Very important,Not at all important,no,,,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,,,,,1.132,2.629,3.268,5,3-5%,6-8%,5-10%,5-10%,Within 3-5 years,Within 3-5 years,No,,Moderately likely,35,4,1.238,1.238,2.157,1,No,,no,Yes,
2022-06-16 01:46:59,2022-06-16 01:50:22,IP Address,73.218.208.183,100,202,True,2022-06-16 01:50:23,R_2Qi9UGfrtrF2IsW,,,,,42.4741,-70.9767,anonymous,EN,6.042,6.042,6.782,1,I agree,32.027,32.027,34.367,1,Maryland,"Illinois,Indiana",5.8,5.8,9.799,1,none,6-10% of total capacity,1800,4.959,6.67,7.532,2,11-15% savings per month,,No,,,No minimum length,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,2.373,5.391,6.077,6,Moderately important,Very important,Extremely important,Moderately important,Very important,Extremely important,,,,,Extremely important,Very important,Moderately important,Very important,Extremely important,,,,,Definitely yes,Probably yes,Might or might not,Probably yes,Definitely yes,Probably yes,Definitely yes,,,,,4.201,6.621,7.15,7,6-8%,6-8%,5-10%,5-10%,Within 1-3 years,Within 3-5 years,No,,Extremely likely,80,10,0.934,4.198,4.819,3,Unsure,,,Yes,
2022-06-16 01:51:44,2022-06-16 01:57:18,IP Address,75.164.183.20,100,334,True,2022-06-16 01:57:18,R_3mfRZ5zRBIR1lkV,,,,,45.4805,-122.6363,anonymous,EN,8.393,8.393,9.028,1,I agree,28.899,28.899,37.388,1,Oregon,California,1.493,1.493,7.1,1,good,11-15% of total capacity,4000,1.63,4.532,5.547,4,16-20% savings per month,,No,,,7-10 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,1.596,3.468,4.233,6,Very important,Extremely important,Extremely important,Very important,Very important,Extremely important,,,,,Extremely important,Extremely important,Very important,Very important,Very important,,,,,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Probably yes,,,,,6.357,7.366,8.149,4,6-8%,6-8%,11-15%,11-15%,Within 1-3 years,Within 1-3 years,No,,Moderately likely,40,5,1.9,1.9,2.8,1,No,,no,Yes,
2022-06-16 01:59:14,2022-06-16 02:04:47,IP Address,50.126.126.198,100,333,True,2022-06-16 02:04:47,R_1rPlazePePftkU2,,,,,45.5152,-122.4167,anonymous,EN,1.184,1.184,1.792,1,I agree,2.469,12.379,14.219,3,Oregon,New York,1.078,23.58,40.916,3,I'ts so good,11-15% of total capacity,3600,3.324,4.741,5.796,3,16-20% savings per month,,No,,,7-10 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,1.552,3.779,4.547,6,Extremely important,Very important,Very important,Extremely important,Extremely important,Extremely important,,,,,Extremely important,Very important,Very important,Extremely important,Extremely important,,,,,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,,,,,6.416,8.158,8.819,4,6-8%,6-8%,11-15%,11-15%,Within 3-5 years,Within 3-5 years,No,,Moderately likely,40,6,1.275,1.275,2.5,1,No,,nothing,Yes,
2022-06-16 02:19:07,2022-06-16 02:24:04,IP Address,76.103.161.17,100,296,True,2022-06-16 02:24:04,R_3dWbVvqqCEbITpy,,,,,37.2599,-121.9171,anonymous,EN,14.842,14.842,15.711,1,I agree,13.028,13.028,20.655,1,California,California,1.604,6.627,6.895,2,good,6-10% of total capacity,3000,1.994,3.514,4.148,3,6-10% savings per month,,No,,,4-6 years,,No,,,$101-$250,,No,,,"No, terms will likely stay consistent",,15.197,18.011,19.755,6,Extremely important,Extremely important,Very important,Very important,Very important,Extremely important,,,,,Very important,Moderately important,Extremely important,Very important,Very important,,,,,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,,,,,4.505,5.753,6.347,4,6-8%,3-5%,5-10%,5-10%,Within 1-3 years,Within 3-5 years,No,,Moderately likely,50,3,2.89,2.89,3.511,1,No,,nothing,Yes,
